时间,PE-TTM市值加权值,PE 温度,PB,PB温度,指数温度
2018/8/3,11.4595,35.7329975,1.4282,21.11492044,28.42395897
2018/8/10,11.7154,39.5748995,1.462,23.84166331,31.7082814
2018/8/17,11.1588,31.44074296,1.3941,18.67292043,25.05683169
2018/8/24,11.3927,34.80995391,1.4311,21.4718053,28.1408796
2018/8/31,11.1763,31.72622184,1.4148,20.27394077,26.0000813
2018/9/7,11.0172,29.54443393,1.3954,18.89756349,24.22099871
2018/9/14,10.9673,28.89421383,1.3903,18.58231187,23.73826285
2018/9/21,11.5532,37.30611449,1.4657,24.46227771,30.8841961
2018/9/28,11.6727,39.12796969,1.4803,25.7343801,32.43117489
2018/10/12,10.8753,27.69578412,1.3792,17.9029715,22.79937781
2018/10/19,10.7478,26.05777856,1.3627,16.82918968,21.44348412
2018/10/26,10.9178,28.33038275,1.3662,17.11722131,22.72380203
2018/11/2,11.0403,30.03074929,1.3485,15.9994473,23.0150983
2018/11/9,10.6312,24.6542138,1.2984,13.02608564,18.84014972
2018/11/16,10.8255,27.19289915,1.3223,14.48218306,20.83754111
2018/11/23,10.5021,23.1241305,1.2828,12.28037891,17.70225471
2018/11/30,10.5695,23.98891275,1.291,12.7916505,18.39028162
2018/12/7,10.6127,24.56446297,1.2953,13.0934522,18.82895758
2018/12/14,10.583,24.22875282,1.2913,12.9293104,18.57903161
2018/12/21,10.287,20.72995668,1.2657,11.61185074,16.17090371
2018/12/28,10.2273,20.09825275,1.2584,11.30073292,15.69949283
2019/1/4,10.2912,20.86710973,1.2662,11.76625146,16.3166806
2019/1/11,10.4314,22.55475837,1.2835,12.7588808,17.65681959
2019/1/18,10.6642,25.485663,1.3121,14.47136095,19.97851198
2019/1/25,10.74,26.50245508,1.3214,15.09639995,20.79942752
2019/2/1,10.9508,29.37018922,1.3474,16.82257923,23.09638423
2019/2/15,11.1495,32.19610438,1.3711,18.5004021,25.34825324
2019/2/22,11.6524,39.74826462,1.433,23.24631957,31.4972921
2019/3/1,12.4113,51.80646286,1.5265,31.50607422,41.65626854
2019/3/8,12.0663,46.27512629,1.4839,27.62509053,36.95010841
2019/3/15,12.2413,49.0847421,1.5078,29.81801373,39.45137792
2019/3/22,12.4986,53.21949135,1.5338,32.28454557,42.75201846
2019/3/29,12.6525,55.67745994,1.525,31.46977977,43.57361985
2019/4/4,13.2681,65.21896442,1.585,37.37082401,51.29489421
2019/4/12,13.007,61.22645408,1.5552,34.41513102,47.82079255
2019/4/19,13.4576,67.98113259,1.6027,39.21109166,53.59611213
2019/4/26,12.6081,54.87768613,1.5043,29.58159351,42.22963982
2019/4/30,12.542,53.80953125,1.4731,26.79150725,40.30051925
2019/5/10,11.9754,44.65196545,1.4037,21.07723311,32.86459928
2019/5/17,11.7437,40.96463136,1.3768,19.09978165,30.0322065
2019/5/24,11.6407,39.35466008,1.3664,18.39603726,28.87534867
2019/5/31,11.7524,41.12594689,1.3822,19.58885193,30.35739941
2019/6/6,11.6011,38.75496495,1.3682,18.61266484,28.68381489
2019/6/14,11.8112,42.08648212,1.3964,20.75011207,31.4182971
2019/6/21,12.4874,53.05664306,1.4938,29.01926198,41.03795252
2019/6/28,12.441,52.29833045,1.4934,29.00862986,40.65348015
2019/7/5,12.6187,55.18383057,1.5212,31.64120668,43.41251863
2019/7/12,12.331,50.49067512,1.4988,29.55261722,40.02164617
2019/7/19,12.3236,50.36908919,1.5005,29.73576738,40.05242829
2019/7/26,12.466,52.69903523,1.5203,31.63140707,42.16522115
2019/8/2,12.1169,46.97720309,1.4789,27.79710478,37.38715393
2019/8/9,11.764,41.25675386,1.4372,24.18532895,32.7210414
2019/8/16,11.8429,42.53542743,1.4546,25.70752639,34.12147691
2019/8/23,12.081,46.41989896,1.487,28.63583514,37.52786705
2019/8/30,11.862,42.8521819,1.4692,27.04935683,34.95076936
2019/9/6,12.2677,49.50697655,1.513,31.13037338,40.31867497
2019/9/12,12.3501,50.86678911,1.5232,32.13414117,41.50046514
2019/9/20,12.2503,49.21786589,1.511,30.98129319,40.09957954
2019/9/27,12.0076,45.21797119,1.482,28.28961179,36.75379149
2019/9/30,11.9016,43.48662589,1.4689,27.12751626,35.30707107
2019/10/11,12.1976,48.36784462,1.5092,30.89396373,39.63090418
2019/10/18,12.0863,46.5278831,1.4939,29.46897894,37.99843102
2019/10/25,12.111,46.94005249,1.501,30.16199448,38.55102348
2019/11/1,11.9876,44.9037695,1.4438,25.00082755,34.95229852
2019/11/8,12.0374,45.73155281,1.4498,25.5538042,35.64267851
2019/11/15,11.7471,40.97325802,1.4147,22.61367274,31.79346538
2019/11/22,11.6747,39.81148624,1.4061,21.95172635,30.88160629
2019/11/29,11.6318,39.13177469,1.4005,21.54046002,30.33611736
2019/12/6,11.7908,41.7203769,1.4196,23.13080107,32.42558898
2019/12/13,12.0092,45.32938051,1.4457,25.38793056,35.35865554
2019/12/20,12.2898,50.01779035,1.4858,29.04498536,39.53138786
2019/12/27,12.2892,50.00772442,1.4856,29.0509934,39.52935891
2020/1/3,12.6236,55.59493949,1.526,32.96578817,44.28036383
2020/1/10,12.6238,55.59261367,1.526,32.98479129,44.28870248
2020/1/17,12.552,54.39051443,1.5173,32.14641571,43.26846507
2020/1/23,12.1642,47.87581931,1.4704,27.71218117,37.79400024
2020/2/7,11.7777,41.43924308,1.4231,23.57297224,32.50610766
2020/2/14,11.9921,45.00600395,1.4488,25.82841107,35.41720751
2020/2/21,12.4705,53.06190281,1.5007,30.66158956,41.86174619
2020/2/28,11.8305,42.30770968,1.4256,23.85933858,33.08352413
2020/3/6,12.3697,51.37676635,1.4906,29.7566708,40.56671858
2020/3/13,11.7347,40.72224164,1.4131,22.85733797,31.7897898
2020/3/20,11.084,30.48715692,1.3336,16.83728211,23.66221952
2020/3/27,11.1891,32.08891242,1.349,17.96869575,25.02880409
2020/4/3,11.0729,30.3623519,1.3295,16.64172494,23.50203842
,,,,,
数据来源于：理杏仁网站(lixinger.com),,,,,
